Rank,Name,Revenue ($M),Revenue % change,Profit ($M),Profit % change,Assets ($M),Market Value ($M),Change in rank (1000),Employees,Change in rank (500),Year,Female CEO,Founder CEO
173,CarMax,"$19,146",6.5%,$842.4,26.8%,"$18,717.9","$8,795",1,"25,946",1,2020,0,0
174,Tenet Healthcare,"$18,479",0.9%,$-232,-309%,"$23,351","$1,501.8",-2,"101,104",-2,2020,0,0
175,Kimberly-Clark,"$18,450",-0.2%,"$2,157",53%,"$15,283","$43,662.5",-4,"40,000",-4,2020,0,0
176,Emerson Electric,"$18,372",5.5%,"$2,306",4.7%,"$20,497","$29,154.2",2,"88,000",2,2020,0,0
177,WestRock,"$18,289",12.3%,$862.9,-54.7%,"$30,156.7","$7,304",13,"51,100",13,2020,0,0
178,CDW,"$18,032.4",11%,$736.8,14.6%,"$7,999.4","$13,316.3",13,"9,900",13,2020,1,0
179,Jones Lang LaSalle,"$17,983.2",10.2%,$535.3,10.5%,"$13,672.6","$5,207.1",10,"93,400",10,2020,0,0
180,Sherwin-Williams,"$17,900.8",2.1%,"$1,541.3",39%,"$20,496.2","$42,185.8",-3,"61,111",-3,2020,0,0
181,Fluor,"$17,817.2",-7%,"$-1,305",-680.4%,"$7,883.7",$968.6,-17,"53,349",-17,2020,0,0
182,PayPal Holdings,"$17,772",15%,"$2,459",19.5%,"$51,333","$112,298.8",22,"23,200",22,2020,0,0
183,D.R. Horton,"$17,592.9",9.5%,"$1,618.5",10.8%,"$15,606.6","$12,456.4",11,"8,916",11,2020,0,0
184,HollyFrontier,"$17,486.6",-1.3%,$772.4,-29.7%,"$12,164.8","$3,967.8",-9,"4,074",-9,2020,0,0
185,Tenneco,"$17,450",48.3%,$-334,-707.3%,"$13,226",$292.3,82,"78,000",82,2020,0,0
186,EOG Resources,"$17,380",0.6%,"$2,734.9",-20%,"$37,124.6","$20,907.4",-5,"2,900",-5,2020,0,0
187,Becton Dickinson,"$17,290",8.2%,"$1,233",296.5%,"$51,765","$62,307.5",8,"70,093",8,2020,0,0
188,Lincoln National,"$17,258",5.1%,$886,-46%,"$334,761","$5,142.2",-1,"11,357",-1,2020,0,0
189,PG&E,"$17,129",2.2%,"$-7,656",-,"$85,196","$4,762.8",-6,"23,000",-6,2020,0,0
190,salesforce.com,"$17,098",28.7%,$126,-88.6%,"$55,126","$128,862.1",50,"49,000",50,2020,0,1
191,Mastercard,"$16,883",12.9%,"$8,118",38.6%,"$29,236","$242,794.1",19,"18,600",19,2020,0,0
192,General Mills,"$16,865.2",7.1%,"$1,752.7",-17.8%,"$30,111.2","$31,986",8,"40,000",8,2020,0,0
193,Molina Healthcare,"$16,829",-10.9%,$737,4.2%,"$6,787","$8,500.8",-25,"10,000",-25,2020,0,0
194,Cognizant Technology Solutions,"$16,783",4.1%,"$1,842",-12.3%,"$16,204","$25,495.2",-1,"292,500",-1,2020,0,0
195,Marsh & McLennan,"$16,652",11.4%,"$1,742",5.6%,"$31,357","$43,567",15,"76,000",15,2020,0,0
196,XPO Logistics,"$16,648",-3.7%,$419,-0.7%,"$14,128","$4,502.4",-16,"100,000",-16,2020,0,0
197,Dominion Energy,"$16,572",24%,"$1,358",-44.5%,"$103,823","$60,514.9",41,"19,100",41,2020,0,0
198,Western Digital,"$16,569",-19.8%,$-754,-211.7%,"$26,370","$12,441.5",-46,"61,800",-46,2020,0,0
199,Gap,"$16,383",-1.2%,$351,-65%,"$13,679","$2,614",-13,"129,000",-13,2020,1,0
200,Aramark,"$16,227.3",2.8%,$448.5,-21%,"$13,736.3","$5,037.8",-2,"233,400",-2,2020,0,0
201,Principal Financial,"$16,222.1",13.9%,"$1,394.2",-9.8%,"$276,087.8","$8,608.7",18,"17,601",18,2020,0,0
202,Ross Stores,"$16,039.1",7%,"$1,660.9",4.6%,"$9,348.4","$30,952.3",7,"92,500",7,2020,1,0
203,Colgate-Palmolive,"$15,693",1%,"$2,367",-1.4%,"$15,034","$56,900.2",-1,"34,300",-1,2020,0,0
204,American Electric Power,"$15,561.4",-3.9%,"$1,921.1",-0.1%,"$75,892.3","$39,576.7",-12,"17,408",-12,2020,0,0
205,Nordstrom,"$15,524",-2.1%,$496,-12.1%,"$9,737","$2,398.4",-9,"75,000",-9,2020,0,0
206,Jacobs Engineering Group,"$15,463.6",3.2%,$848,418.9%,"$11,462.7","$10,546.9",2,"50,000",2,2020,0,0
207,Waste Management,"$15,455",3.6%,"$1,670",-13.2%,"$27,743","$39,210.9",6,"44,900",6,2020,0,0
208,C.H. Robinson Worldwide,"$15,309.5",-7.9%,$577,-13.2%,"$4,641.1","$8,694.7",-23,"15,427",-23,2020,0,0
209,PPG Industries,"$15,146",-1.5%,"$1,243",-7.3%,"$17,708","$19,722.1",-4,"47,600",-4,2020,0,0
210,Booking Holdings,"$15,066",3.7%,"$4,865",21.7%,"$21,402","$55,241.3",6,"26,400",6,2020,0,0
211,Omnicom Group,"$14,953.7",-2.2%,"$1,339.1",1%,"$26,783.4","$11,906",-5,"70,000",-5,2020,0,0
212,Loews,"$14,931",6.1%,$932,46.5%,"$82,243","$10,023",14,"18,605",14,2020,0,0
213,Ecolab,"$14,906.3",1.6%,"$1,558.9",9.1%,"$20,869.1","$45,060.8",2,"50,200",2,2020,0,0
214,Stryker,"$14,884",9.4%,"$2,083",-41.4%,"$30,167","$62,405.1",19,"40,000",19,2020,0,0
215,Estée Lauder,"$14,863",8.6%,"$1,785",61.1%,"$13,156","$57,289.1",16,"48,000",16,2020,0,0
216,Goodyear Tire & Rubber,"$14,745",-4.7%,$-311,-144.9%,"$17,185","$1,354.2",-13,"63,000",-13,2020,0,0
217,Truist Financial,"$14,664",12.8%,"$3,224",-0.4%,"$473,078","$41,479.8",29,"59,000",29,2020,0,0
218,Applied Materials,"$14,608",-15.3%,"$2,706",-18.3%,"$19,024","$42,076.7",-36,"22,000",-36,2020,0,0
219,BlackRock,"$14,539",2.4%,"$4,476",4%,"$168,622","$68,119.5",2,"16,200",2,2020,0,0
220,Stanley Black & Decker,"$14,442.2",3.3%,$955.8,57.9%,"$20,596.6","$15,402.5",8,"59,438",8,2020,0,0
221,Freeport-McMoRan,"$14,402",-22.7%,$-239,-109.2%,"$40,809","$9,794.1",-51,"27,500",-51,2020,0,0
222,Texas Instruments,"$14,383",-8.9%,"$5,017",-10.1%,"$18,018","$93,303.2",-23,"29,768",-23,2020,0,0
223,Biogen,"$14,377.9",6.9%,"$5,888.5",32.9%,"$27,234.3","$55,070.4",12,"7,400",12,2020,0,0
224,Parker-Hannifin,"$14,320.3",0.1%,"$1,512.4",42.6%,"$17,576.7","$16,652.5",-6,"55,610",-6,2020,0,0
225,Reinsurance Group of America,"$14,300",11.1%,$870,21.5%,"$76,731","$5,186",26,"3,188",26,2020,1,0
226,Howmet Aerospace,"$14,192",1.3%,$470,-26.8%,"$17,578","$7,000.9",1,"41,700",1,2020,0,0
227,Automatic Data Processing,"$14,175.2",6.4%,"$2,292.8",41.5%,"$41,887.7","$59,012.2",12,"58,000",12,2020,0,0
228,Uber Technologies,"$14,147",25.5%,"$-8,506",-953.2%,"$31,761","$48,226.1",-,"26,900",-,2020,0,0
229,Illinois Tool Works,"$14,109",-4.5%,"$2,521",-1.6%,"$15,068","$45,125.6",-15,"45,000",-15,2020,0,0
230,DaVita,"$14,101.5",-13.9%,$811,408.8%,"$17,311.4","$9,553.1",-42,"65,000",-42,2020,0,0
231,Discover Financial Services,"$13,989",8.9%,"$2,957",7.8%,"$113,996","$10,923.5",22,"17,200",22,2020,0,0
232,Land O'Lakes,"$13,887.7",-7%,$205.9,-19.1%,"$8,899.3",-,-20,"8,000",-20,2020,1,0
233,VF,"$13,870.6",7.8%,"$1,259.8",91.3%,"$10,356.8","$21,346.5",19,"75,000",19,2020,0,0
234,Corteva,"$13,846",-,$-959,-,"$42,397","$17,608.2",-,"21,000",-,2020,0,0
235,Las Vegas Sands,"$13,739",0.1%,"$2,698",11.8%,"$23,199","$32,433.7",-5,"50,000",-5,2020,0,1
236,Textron,"$13,630",-2.4%,$815,-33.3%,"$15,018","$6,071.3",-7,"35,000",-7,2020,0,0
237,Kellogg,"$13,578",0.2%,$960,-28.1%,"$17,564","$20,546.5",-3,"31,000",-3,2020,0,0
238,Guardian Life Ins. Co. of America,"$13,476.7",3.5%,$679.8,46.2%,"$79,387.7",-,6,"9,032",6,2020,1,0
239,Qurate Retail,"$13,458",-4.3%,$-456,-149.8%,"$17,305","$2,539.6",-14,"25,314",-14,2020,0,0
240,Core-Mark Holding,"$13,329.2",3.3%,$57.7,26.8%,"$1,898.4","$1,294.8",10,"8,555",10,2020,0,0
241,Community Health Systems,"$13,210",-6.7%,$-675,-,"$15,609",$393.6,-18,"71,500",-18,2020,0,0
242,Kinder Morgan,"$13,209",-6.6%,"$2,190",36.1%,"$74,157","$31,529.7",-18,"11,086",-18,2020,0,0
243,BJ's Wholesale Club,"$13,190.7",1.4%,$187.2,47.1%,"$5,269.8","$3,496.2",2,"27,231",2,2020,0,0
244,State Street,"$13,131",1.2%,"$2,242",-13.7%,"$245,610","$18,875.8",3,"39,103",3,2020,0,0
245,Ameriprise Financial,"$13,103",1.4%,"$1,893",-9.8%,"$151,828","$12,601.8",4,"12,500",4,2020,0,0
246,Global Partners,"$13,081.7",3.2%,$35.9,-65.5%,"$2,808.4",$299.8,8,"3,860",8,2020,0,0
247,United States Steel,"$12,937",-8.8%,$-630,-156.5%,"$11,608","$1,074.3",-25,"27,500",-25,2020,0,0
248,L Brands,"$12,914.2",-2.4%,$-366.4,-156.9%,"$10,125","$3,196.7",-7,"59,950",-7,2020,0,0
249,MGM Resorts International,"$12,899.7",9.7%,"$2,049.1",339%,"$33,876.4","$5,813.8",17,"72,000",17,2020,0,0
250,L3Harris Technologies,"$12,856",108%,"$1,333",85.7%,"$38,336","$39,067.3",224,"50,000",224,2020,0,0
251,DISH Network,"$12,807.7",-6%,"$1,399.5",-11.1%,"$33,230.9","$10,455.8",-19,"16,000",-19,2020,0,0
252,Lithia Motors,"$12,672.7",7.2%,$271.5,2.2%,"$6,083.9","$1,910",13,"14,320",13,2020,0,0
253,DTE Energy,"$12,669",-10.9%,"$1,169",4.4%,"$41,882","$18,289.5",-33,"10,700",-33,2020,0,0
254,American Family Insurance Group,"$12,633.2",22.2%,$455.9,54.4%,"$31,123.7",-,52,"13,531",52,2020,0,0
255,Farmers Insurance Exchange,"$12,592.5",8.1%,$55.3,-,"$17,456.5",-,15,"10,980",15,2020,0,0
256,Consolidated Edison,"$12,574",1.9%,"$1,343",-2.8%,"$58,079","$26,034.5",3,"14,890",3,2020,0,0
257,LKQ,"$12,506.1",5.3%,$541.3,12.7%,"$12,780","$6,310.7",5,"51,000",5,2020,0,0
258,Sempra Energy,"$12,443",6.5%,"$2,197",109.4%,"$65,665","$33,037.4",11,"13,969",11,2020,0,0
259,Edison International,"$12,347",-2.4%,"$1,284",-,"$64,382","$19,867.6",-4,"12,937",-4,2020,0,0
260,CenterPoint Energy,"$12,301",16.2%,$791,114.9%,"$35,439","$7,765.4",39,"14,262",39,2020,0,0
261,Quanta Services,"$12,112.2",8.4%,$402,37.1%,"$8,331.7","$4,537.2",22,"40,300",22,2020,0,0
262,Murphy USA,"$12,101.3",-3.4%,$154.8,-27.5%,"$2,687.2","$2,556.8",-5,"7,250",-5,2020,0,0
263,Expedia Group,"$12,067",7.5%,$565,39.2%,"$21,416","$7,877.2",17,"25,400",17,2020,0,0
264,Group 1 Automotive,"$12,043.8",3.8%,$174,10.3%,"$5,570.2",$813.2,8,"15,296",8,2020,0,0
265,Bed Bath & Beyond,"$12,028.8",-2.6%,$-137.2,-132.3%,"$6,570.5",$534.5,-7,"62,000",-7,2020,0,0
266,Unum Group,"$11,998.9",3.5%,"$1,100.3",110.2%,"$67,013.4","$3,046.6",7,"10,300",7,2020,0,0
267,CSX,"$11,937",-2.6%,"$3,331",0.7%,"$38,257","$44,161.7",-7,"20,908",-7,2020,0,0
268,AutoZone,"$11,863.7",5.7%,"$1,617.2",20.9%,"$9,895.9","$19,756.2",13,"75,840",13,2020,0,0
269,Pacific Life,"$11,847",10.7%,$725,-20.6%,"$171,473",-,29,"3,815",29,2020,0,0
270,Vistra Energy,"$11,809",29.1%,$928,-,"$26,616","$7,795.3",67,"5,475",67,2020,0,0
271,Charles Schwab,"$11,785",7.2%,"$3,704",5.6%,"$294,005","$43,278.2",18,"19,700",18,2020,0,0
272,Crown Holdings,"$11,665",4.6%,$510,16.2%,"$15,505","$7,875.8",12,"33,043",12,2020,0,0
273,Ally Financial,"$11,618",11%,"$1,715",35.8%,"$180,644","$5,402.5",30,"8,700",30,2020,0,0
274,Laboratory Corp. of America,"$11,554.8",2%,$823.8,-6.8%,"$18,046.4","$12,297.7",4,"65,000",4,2020,0,0
275,Live Nation Entertainment,"$11,548",7%,$69.9,16%,"$10,975.6","$9,752.6",17,"18,200",17,2020,0,0
276,Xcel Energy,"$11,529",-0.1%,"$1,372",8.8%,"$50,448","$31,637.5",-2,"11,295",-2,2020,0,0
277,Corning,"$11,503",1.9%,$960,-9.9%,"$28,898","$15,664.2",2,"49,500",2,2020,0,0
278,W.W. Grainger,"$11,486",2.4%,$849,8.6%,"$6,005","$13,337.8",4,"24,550",4,2020,0,0
279,Ball,"$11,474",-1.4%,$566,24.7%,"$17,360","$21,065.3",-8,"18,300",-8,2020,0,0
280,Fox,"$11,389",-,"$1,595",-,"$19,509","$14,142.9",-,"7,700",-,2020,0,0
281,Universal Health Services,"$11,378.3",5.6%,$814.9,4.5%,"$11,668.3","$8,593.2",12,"79,050",12,2020,0,0
282,Baxter International,"$11,362",2.4%,"$1,001",-35.3%,"$18,193","$41,180.1",4,"50,000",4,2020,0,0
283,Norfolk Southern,"$11,296",-1.4%,"$2,722",2.1%,"$37,923","$37,537.3",-6,"24,587",-6,2020,0,0
284,Navistar International,"$11,251",9.8%,$221,-35%,"$6,917","$1,640.6",24,"12,300",24,2020,0,0
285,Adobe,"$11,171.3",23.7%,"$2,951.5",13.9%,"$20,762.4","$153,328.3",54,"22,634",54,2020,0,0
286,J.C. Penney,"$11,167",-7.1%,$-268,-,"$7,989",$115.6,-25,"90,000",-25,2020,1,0
287,Discovery,"$11,144",5.6%,"$2,069",248.3%,"$33,735","$9,503.1",13,"9,200",13,2020,0,0
288,Keurig Dr Pepper,"$11,120",49.4%,"$1,254",114%,"$49,518","$34,147.6",121,"25,500",121,2020,0,0
289,Leidos Holdings,"$11,094",8.8%,$667,14.8%,"$9,367","$13,000.3",22,"34,000",22,2020,0,0
290,IQVIA Holdings,"$11,088",6.5%,$191,-26.3%,"$23,251","$20,797.2",15,"67,000",15,2020,0,0
291,Reliance Steel & Aluminum,"$10,973.8",-4.9%,$701.5,10.7%,"$8,131.1","$5,856.3",-16,"15,300",-16,2020,0,0
292,Nvidia,"$10,918",-6.8%,"$2,796",-32.5%,"$17,315","$161,451.2",-24,"13,775",-24,2020,0,1
293,Entergy,"$10,878.7",-1.2%,"$1,241.2",46.3%,"$51,723.9","$18,870.6",-5,"13,635",-5,2020,0,0
294,FirstEnergy,"$10,850",-8.5%,$912,-32.3%,"$42,301","$21,666.4",-31,"12,316",-31,2020,0,0
295,eBay,"$10,800",0.5%,"$1,786",-29.4%,"$18,174","$23,930.2",-,"13,300",-,2020,0,0
296,Boston Scientific,"$10,735",9.3%,"$4,700",181.3%,"$30,565","$45,655.9",23,"36,000",23,2020,0,0
297,ODP,"$10,647",-4.3%,$99,-4.8%,"$7,311",$867.7,-12,"40,000",-12,2020,0,0
298,Molson Coors Beverage,"$10,579.4",-1.8%,$241.7,-78.4%,"$28,859.8","$8,441",-4,"17,700",-4,2020,0,0
299,Steel Dynamics,"$10,465",-11.5%,$671.1,-46.7%,"$8,275.8","$4,793.8",-35,"8,385",-35,2020,0,1
300,Mutual of Omaha Insurance,"$10,455.7",11.9%,$271.5,-2.1%,"$50,173.6",-,36,"6,072",36,2020,0,0
301,Sonic Automotive,"$10,454.3",5.1%,$144.1,179.1%,"$4,071",$567.1,15,"9,300",15,2020,0,0
302,Alcoa,"$10,433",-22.2%,"$-1,125",-595.6%,"$14,631","$1,145.2",-66,"13,800",-66,2020,0,0
303,Fidelity National Information Services,"$10,333",22.7%,$298,-64.8%,"$83,806","$74,969.4",58,"55,000",58,2020,0,0
304,Henry Schein,"$10,305.3",-21.9%,$694.7,29.6%,"$7,151.1","$7,244.1",-62,"19,000",-62,2020,0,0
305,Republic Services,"$10,299.4",2.6%,"$1,073.3",3.5%,"$22,683.8","$23,955.7",9,"36,000",9,2020,0,0
306,Liberty Media,"$10,292",28%,$106,-80%,"$44,189","$9,971.6",74,"6,753",74,2020,0,0
307,Peter [hotlink ignore=true]Kiewit[/hotlink] Sons',"$10,283",13.9%,$419,-10.5%,"$5,717",-,33,"23,000",33,2020,0,0
308,Interpublic Group,"$10,221.3",5.2%,$656,6%,"$17,751.9","$6,278.9",14,"54,300",14,2020,0,0
309,PulteGroup,"$10,213",0.2%,"$1,016.7",-0.5%,"$10,715.6","$6,014.8",3,"5,245",3,2020,0,0
310,AES,"$10,189",-5.1%,$303,-74.8%,"$33,648","$9,040.8",-14,"8,000",-14,2020,0,0
311,Fiserv,"$10,187",74.9%,$893,-24.8%,"$77,539","$64,507.6",177,"44,000",177,2020,0,0
312,BorgWarner,"$10,168",-3.4%,$746,-19.8%,"$9,702","$5,037.4",-11,"29,000",-11,2020,0,0
313,Oneok,"$10,164.4",-19.3%,"$1,278.6",11%,"$21,812.1","$9,014.5",-57,"2,882",-57,2020,0,0
314,O'Reilly Automotive,"$10,150",6.4%,"$1,391",5%,"$10,717.2","$22,353.4",15,"67,663",15,2020,0,0
315,Assurant,"$10,086.8",25.2%,$382.6,52.4%,"$44,291.2","$6,217.9",63,"13,900",63,2020,0,0
316,Newell Brands,"$10,083.1",-22.6%,$106.6,-,"$15,642","$5,949.1",-73,"30,000",-73,2020,0,0
317,Public Service Enterprise Group,"$10,076",3.9%,"$1,693",17.7%,"$47,730","$22,685.3",6,"12,992",6,2020,0,0
318,News Corp.,"$10,074",11.6%,$155,-,"$15,711","$5,279.7",23,"28,000",23,2020,0,0
319,Calpine,"$10,072",5.9%,$770,7600%,"$16,649",-,11,"2,256",11,2020,0,0
320,Auto-Owners Insurance,"$10,007.4",25.1%,"$1,352.4",79.2%,"$27,134.8",-,62,"6,141",62,2020,0,0
321,Mohawk Industries,"$9,970.7",-0.1%,$744.2,-13.6%,"$13,386.7","$5,464.3",-6,"41,800",-6,2020,0,0
322,PVH,"$9,909",2.6%,$417.3,-44.1%,"$13,631","$2,746.2",2,"30,750",2,2020,0,0
322,Campbell Soup,"$9,909",14.1%,$211,-19.2%,"$13,148","$13,928.5",27,"19,000",27,2020,0,0
324,NRG Energy,"$9,871",-8.6%,"$4,438",1556%,"$12,531","$6,829.8",-33,"4,577",-33,2020,0,0
325,Fifth Third Bancorp,"$9,790",22.8%,"$2,512",14.5%,"$169,369","$10,560.3",59,"19,869",59,2020,0,0
326,Hertz Global Holdings,"$9,779",2.9%,$-58,-,"$24,627",$878,5,"38,000",5,2020,0,0
327,Altice USA,"$9,760.9",2%,$138.9,637.7%,"$34,108.1","$14,109.5",-,"10,700",-,2020,0,0
328,Newmont,"$9,740",34.3%,"$2,805",722.6%,"$39,974","$36,576.6",91,"16,600",91,2020,0,0
329,Cheniere Energy,"$9,730",21.8%,$648,37.6%,"$35,492","$8,511.8",54,"1,530",54,2020,0,0
330,Advance Auto Parts,"$9,709",1.3%,$486.9,14.9%,"$11,248.5","$6,461.3",-4,"53,000",-4,2020,0,0
331,Lam Research,"$9,653.6",-12.9%,"$2,191.4",-7.9%,"$12,001.3","$34,931.6",-44,"10,700",-44,2020,0,0
332,Owens & Minor,"$9,650",-1.9%,$-62.4,-,"$3,643.1",$576.9,-15,"15,400",-15,2020,0,0
333,Equitable Holdings,"$9,591",-20.6%,"$-1,733",-195.2%,"$249,870","$6,706.9",-,"10,100",-,2020,0,0
334,Conagra Brands,"$9,538.4",20.2%,$678.3,-16.1%,"$22,213.8","$14,290.8",52,"18,000",52,2020,0,0
335,Markel,"$9,526.2",39.2%,"$1,790.5",-,"$37,473.8","$12,787.1",106,"18,600",106,2020,0,0
336,Edward Jones (Jones Financial Companies),"$9,526",10.8%,"$1,092",10.3%,"$19,317",-,20,"49,000",20,2020,1,0
337,Hormel Foods,"$9,497.3",-0.5%,$978.8,-3.3%,"$8,109","$25,081.9",-9,"18,800",-9,2020,0,0
338,Hilton Worldwide Holdings,"$9,452",6.1%,$881,15.3%,"$14,957","$18,933",7,"173,000",7,2020,0,0
339,Univar Solutions,"$9,443.8",9.4%,$-100.2,-158.2%,"$6,494.8","$1,810.4",14,"10,300",14,2020,0,0
340,United Rentals,"$9,351",16.2%,"$1,174",7.1%,"$18,970","$7,622.6",39,"19,100",39,2020,0,0
341,Pioneer Natural Resources,"$9,304",-1.2%,$756,-22.7%,"$19,067","$11,624.9",-8,"2,323",-8,2020,0,0
342,Delek US Holdings,"$9,298.2",-9.4%,$310.6,-8.7%,"$7,016.3","$1,190.1",-35,"3,707",-35,2020,0,0
343,Eastman Chemical,"$9,273",-8.6%,$759,-29.7%,"$16,008","$6,330",-30,"14,500",-30,2020,0,0
344,EMCOR Group,"$9,174.6",12.8%,$325.1,14.7%,"$4,830.4","$3,449.8",31,"36,000",31,2020,0,0
345,Avis Budget Group,"$9,172",0.5%,$302,83%,"$23,126",$966.6,-7,"25,600",-7,2020,0,0
346,J.B. Hunt Transport Services,"$9,165.3",6.4%,$516.3,5.5%,"$5,470.9","$9,800.3",8,"29,056",8,2020,0,0
347,Xerox Holdings,"$9,145",-7%,"$1,353",274.8%,"$15,047","$4,030.2",-29,"27,000",-29,2020,0,0
348,Wayfair,"$9,127.1",34.6%,$-984.6,-,"$2,953","$5,042.7",98,"16,985",98,2020,0,1
349,KKR,"$9,120.3",74.6%,"$2,005",77.3%,"$60,899.3","$19,912.6",177,"1,384",-,2020,0,0
350,AGCO,"$9,041.4",-3.3%,$125.2,-56.1%,"$7,759.7","$3,546.3",-15,"20,961",-15,2020,0,0
351,Alleghany,"$9,040.7",31.3%,$857.8,2069.5%,"$26,931.6","$7,923.5",86,"10,786",86,2020,0,0
352,Icahn Enterprises,"$8,992",-52.6%,"$-1,098",-172.9%,"$24,639","$10,365.7",-186,"28,033",-186,2020,0,0
353,Voya Financial,"$8,942",0.1%,$-351,-140.1%,"$169,051","$5,366.2",-10,"6,000",-10,2020,0,0
354,Ryder System,"$8,925.8",6.1%,$-24.4,-108.9%,"$14,475.3","$1,380.7",9,"39,900",9,2020,0,0
355,Air Products & Chemicals,"$8,918.9",-0.1%,"$1,760",17.5%,"$18,942.8","$44,049.6",-11,"17,570",-11,2020,0,0
356,Mosaic,"$8,906.3",-7.1%,"$-1,067.4",-327.1%,"$19,298.5","$4,098.2",-31,"12,600",-31,2020,0,0
357,Huntington Ingalls Industries,"$8,899",8.8%,$549,-34.3%,"$7,031","$7,420.3",14,"42,000",14,2020,0,0
358,Berry Global Group,"$8,878",12.8%,$404,-18.5%,"$16,469","$4,463",31,"48,000",31,2020,0,0
359,Anixter International,"$8,845.6",5.3%,$262.9,68.2%,"$4,808.9","$2,972.7",5,"9,400",5,2020,0,0
360,Alaska Air Group,"$8,781",6.3%,$769,76%,"$12,993","$3,490",8,"24,134",8,2020,0,0
361,Yum China Holdings,"$8,776",4.3%,$713,0.7%,"$6,950","$16,033.2",1,"450,000",1,2020,1,0
362,Dick's Sporting Goods,"$8,750.7",3.7%,$297.5,-7%,"$6,628.6","$1,848.3",-3,"28,450",-3,2020,0,0
363,Caesars Holdings,"$8,742",4.2%,"$-1,195",-494.4%,"$25,345","$4,612.1",2,"64,000",2,2020,0,0
364,Genworth Financial,"$8,681",3%,$343,188.2%,"$101,342","$1,675.8",-4,"3,100",-4,2020,0,0
365,Targa Resources,"$8,671.1",-17.3%,$-209.2,-13175%,"$18,815.1","$1,610.8",-63,"2,680",-63,2020,0,0
366,Coty,"$8,648.5",-8%,"$-3,784.2",-,"$17,665.4","$3,924.4",-32,"19,000",-32,2020,0,0
367,Dana,"$8,620",5.9%,$226,-47.1%,"$7,220","$1,128.2",6,"36,300",6,2020,0,0
368,Thrivent Financial for Lutherans,"$8,611.7",-0.3%,$968.1,-21.5%,"$102,478.3",-,-17,"3,235",-17,2020,1,0
369,Autoliv,"$8,547.6",-12.8%,$461.5,142.4%,"$6,771.2","$4,017.4",-48,"61,957",-48,2020,0,0
370,SpartanNash,"$8,536.1",5.8%,$5.7,-82.9%,"$2,275.6",$520.5,7,"13,800",7,2020,0,0
371,Eversource Energy,"$8,526.5",0.9%,$909.1,-12%,"$41,123.9","$25,835.3",-13,"8,234",-13,2020,0,0
372,Darden Restaurants,"$8,510.4",5.3%,$713.4,19.7%,"$5,892.8","$6,580",4,"184,514",4,2020,0,0
373,Chesapeake Energy,"$8,489",-17%,$-308,-135.3%,"$16,193",$337.7,-64,"2,300",-64,2020,0,0
374,National Oilwell Varco,"$8,479",0.3%,"$-6,095",-,"$13,149","$3,793.9",-17,"34,645",-17,2020,0,0
375,Fidelity National Financial,"$8,469",11.5%,"$1,062",69.1%,"$10,677","$6,854.3",27,"23,484",27,2020,0,0
376,Erie Insurance Group,"$8,443.3",5.1%,$551,-19.7%,"$23,346.7",-,5,"5,778",5,2020,0,0
377,Oshkosh,"$8,382",8.8%,$579.4,22.8%,"$5,566.3","$4,394.4",18,"15,400",18,2020,0,0
378,Casey's General Stores,"$8,364.9",11.9%,$203.9,-35.9%,"$3,731.4","$4,874.8",30,"26,866",30,2020,0,0
379,WESCO International,"$8,358.9",2.2%,$223.4,-1.7%,"$5,017.6",$956.8,-9,"9,500",-9,2020,0,0
380,Tractor Supply,"$8,351.9",5.6%,$562.4,5.6%,"$5,289.3","$9,809.9",8,"24,000",8,2020,0,0
381,CommScope Holding,"$8,345.1",82.7%,$-929.5,-762.9%,"$14,431.6","$1,779",188,"30,000",-,2020,0,0
382,Huntsman,"$8,342",-27.6%,$562,66.8%,"$8,320","$3,217.2",-106,"10,000",-106,2020,0,0
383,American Financial Group,"$8,237",15.2%,$897,69.2%,"$70,130","$6,331",44,"7,700",44,2020,0,0
384,Masco,"$8,235",-1.5%,$935,27.4%,"$5,027","$9,118",-18,"22,000",-18,2020,0,0
385,Sanmina,"$8,233.9",15.8%,$141.5,-,"$3,905.5","$1,927.2",44,"38,500",44,2020,0,0
386,Amphenol,"$8,225.4",0.3%,"$1,155",-4.1%,"$10,815.5","$21,725.6",-17,"74,000",-17,2020,0,0
387,Williams,"$8,201",-5.6%,$850,-,"$46,040","$17,165.7",-39,"4,812",-39,2020,0,0
388,Westinghouse Air Brake,"$8,200",87.9%,$326.7,10.8%,"$18,944.2","$9,227.1",201,"27,500",-,2020,0,0
389,Expeditors Intl. of Washington,"$8,175.4",0.5%,$590.4,-4.5%,"$3,691.9","$11,208.2",-15,"18,000",-15,2020,0,0
390,Andersons,"$8,170.2",168.3%,$18.3,-55.9%,"$3,900.7",$628.7,364,"2,284",-,2020,0,0
391,Westlake Chemical,"$8,118",-6%,$421,-57.7%,"$13,261","$4,900.8",-39,"9,430",-39,2020,0,0
392,Constellation Brands,"$8,116",7%,"$3,435.9",48.2%,"$29,231.5","$27,601.3",11,"9,800",11,2020,0,0
393,Frontier Communications,"$8,107",-5.9%,"$-5,911",-,"$17,488",$39.9,-38,"18,317",-38,2020,0,0
394,JetBlue Airways,"$8,094",5.7%,$569,202.7%,"$11,918","$2,525.7",5,"19,032",5,2020,0,0
395,Citizens Financial Group,"$8,066",9.7%,"$1,791",4.1%,"$165,733","$8,040",20,"17,997",20,2020,0,0
